"name","cuisine1","cuisine2","cuisine3","vegetarian","address","phone","url","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","price","opentable","menupages"
"Barbuto","Italian",,,"x","775 Washington St, New York, NY 10014","212-924-9700","http://barbutonyc.com/","12:00 PM - 10:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","$$$","http://www.opentable.com/barbuto","http://newyorkcity.menupages.com/restaurants/barbuto/menu"
"Barcibo Enoteca","Italian","Tapas",,"x","2020 Broadway New York, NY 10023","212-595-2805","http://www.barciboenoteca.com/","12:00 PM - 2:00 AM","4:30 PM - 1:00 AM","4:30 PM - 1:00 AM","4:30 PM - 1:00 AM","4:30 PM - 1:00 AM","4:30 PM - 1:00 AM","12:00 PM - 2:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/barcibo-enoteca/menu"
"Bark Hot Dogs","Hot Dogs","American",,,"474 Bergen St, New York, NY 11217","718-789-1939","http://www.barkhotdogs.com/","10:00 AM - 10:00 PM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","10:00 AM - 2:00 AM","10:00 AM - 2:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/bark-hot-dogs/menu"
"Barking Dog","American",,,,"150 E 34th St, New York, NY 10016","212-871-3900","http://www.affinia.com/New-York-City-Hotel.aspx?name=Affinia-Dumont&page=Barking-Dog-Restaurant","7:00 AM - 11:00 PM","7:00 AM - 11:00 PM","7:00 AM - 11:00 PM","7:00 AM - 11:00 PM","7:00 AM - 11:00 PM","7:00 AM - 11:00 PM","7:00 AM - 11:00 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/barking-dog/menu"
"Barney Greengrass","Sandwiches",,,,"541 Amsterdam Ave New York, NY 10024","212-724-4707","http://www.barneygreengrass.com/","8:30 AM - 5:00 PM",,"8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","$-$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/barney-greengrass/menu"
"Barrio Chino","Mexican","Tapas",,,"253 Broome St, New York, NY 10002","212-228-6710","http://www.barriochinonyc.com/","11:30 AM - 1:00 AM","5:30 PM - 1:30 AM","11:30 AM - 1:00 AM","11:30 AM - 1:00 AM","11:30 AM - 1:00 AM","11:30 AM - 2:00 AM","11:30 AM - 2:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/barrio-chino/"
"Basta Pasta","Italian",,,"x","37 W 17th St, New York, NY 10011","212-366-0888","http://www.bastapastanyc.com/","5:00 PM - 10:00 PM","12:00 PM - 2:30 PM, 6:00 - 11:00 PM","12:00 PM - 2:30 PM, 6:00 - 11:00 PM","12:00 PM - 2:30 PM, 6:00 - 11:00 PM","12:00 PM - 2:30 PM, 6:00 - 11:00 PM","12:00 PM - 2:30 PM, 6:00 - 11:00 PM","6:00 PM - 11:00 PM","$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/basta-pasta/menu"
"BCD Tofu","Korean","Asian",,"x","17 W 32nd St, New York, NY 10001","212-967-1900","http://www.bcdtofu.com/","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/bcd-tofu-house/menu"
"Beacon","American",,,,"25 W 56th St New York, NY 10019","212-332-0500","http://www.beaconnyc.com/","10:30 AM - 2:30 PM, 4:00 PM - 8:00 PM","12:00 PM - 2:30 PM, 5:00 PM - 10:00 PM","12:00 PM - 2:30 PM, 5:00 PM - 10:00 PM","12:00 PM - 2:30 PM, 5:00 PM - 10:00 PM","12:00 PM - 2:30 PM, 5:00 PM - 10:00 PM","12:00 PM - 2:30 PM, 5:00 PM - 10:30 PM","5:00 PM - 10:30 PM","$$$","http://www.opentable.com/beacon","http://newyorkcity.menupages.com/restaurants/beacon/menu"
"Becco","Italian",,,"x","355 W 46th St, New York, NY 10036","212-397-7597","http://www.becco-nyc.com/#","5:00 PM - 12:00 AM","12:00 PM - 3:00 PM, 5:00 PM - 12:00 AM","12:00 PM - 3:00 PM, 5:00 PM - 12:00 AM","12:00 PM - 3:00 PM, 5:00 PM - 12:00 AM","12:00 PM - 3:00 PM, 5:00 PM - 12:00 AM","12:00 PM - 3:00 PM, 5:00 PM - 12:00 AM","12:00 PM - 3:00 PM, 5:00 PM - 3:00 AM","$$$","http://www.opentable.com/becco","http://newyorkcity.menupages.com/restaurants/becco/menu"
"Belleville","French","Bistro",,,"330 5th St, New York, NY 11215","718-832-9777","http://www.bellevillebistro.com","10:30 AM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","10:30 AM - 11:00 PM","$$","http://www.opentable.com/belleville-bistro","http://newyorkcity.menupages.com/restaurants/belleville/menu"
"Benjamin Steakhouse","European","Steak","Seafood",,"52 E 41st St, New York, NY 10017","212-297-9177","http://www.benjaminsteakhouse.com/","7:00 AM - 11:00 PM","7:00 AM - 11:00 PM","7:00 AM - 11:00 PM","7:00 AM - 11:00 PM","7:00 AM - 11:00 PM","7:00 AM - 11:00 PM","7:00 AM - 11:00 PM","$$$$","http://www.opentable.com/benjamin-steakhouse","http://newyorkcity.menupages.com/restaurants/benjamin-steakhouse/menu"
"Beyoglu","Middle Eastern","Turkish",,"x","1431 3rd Ave, New York, NY 10028","212-650-0850",,"12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:30 PM","12:00 PM - 11:30 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/beyoglu/menu"
"Bia Garden","Vietnamese",,,"x","154 Orchard St, New York, NY 10002","212-780-0010","http://www.biagarden.com/","5:00 PM - 12:00 AM","5:00 PM - 12:00 AM","5:00 PM - 12:00 AM","5:00 PM - 12:00 AM","5:00 PM - 12:00 AM","12:00 PM - 2:00 AM","12:00 PM - 2:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/bia-garden/menu"
"Bianca","Italian",,,"x","5 Bleecker St #1, New York, NY 10012","212-260-4666","http://biancanyc.com/","5:00 PM - 10:30 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 12:00 AM","5:00 PM - 12:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/bianca/menu"
"Bill's Bar & Burger","Hamburgers","American",,,"16 W 51st St, New York, NY 10104","212-705-8510","http://www.brguestrestaurants.com/restaurants/bills-bar-burger/","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/bills-bar-burger-2/menu"
"Bistro 33","Fusion","French","Asian","x","1933 Ditmars Blvd, New York, NY 11105","718-721-1933","http://www.lilbistro33.com/","11:00 AM - 4:00 PM, 5:00 PM - 10:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","5:00 PM - 1:00 PM","5:00 PM - 1:00 PM","11:00 AM - 4:00 PM, 5:00 PM - 1:00 AM","$$","NOT FOUND","http://lilbistro33.com/dinner.shtml"
"Black Iron Burger","Hamburgers","American",,,"540 E 5th St, New York, NY 10009","212-677-6067","http://www.blackironburger.com/","11:00 AM - 1:00 AM","11:00 AM - 1:00 AM","11:00 AM - 1:00 AM","11:00 AM - 3:00 AM","11:00 AM - 3:00 AM","11:00 AM - 3:00 AM","11:00 AM - 3:00 AM","$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/black-iron-burger-shop/menu"
"Blind Tiger","Bar Food","Sandwiches",,,"281 Bleecker St, New York, NY 10014","212-462-4682","http://www.blindtigeralehouse.com/","11:30 AM - 4:00 AM","11:30 AM - 4:00 AM","11:30 AM - 4:00 AM","11:30 AM - 4:00 AM","11:30 AM - 4:00 AM","11:30 AM - 4:00 AM","11:30 AM - 4:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/the-blind-tiger/menu"
"BLT Fish","Seafood","American",,,"21 W 17th St, New York, NY 10011","212-691-8888","http://www.bltfish.com/","5:00 PM - 10:00 PM","11:45 AM - 2:30 PM, 5:30 PM - 11:00 PM","11:45 AM - 2:30 PM, 5:30 PM - 11:00 PM","11:45 AM - 2:30 PM, 5:30 PM - 11:00 PM","11:45 AM - 2:30 PM, 5:30 PM - 11:00 PM","11:45 AM - 2:30 PM, 5:30 PM - 11:30 PM","5:30 PM - 11:30 PM","$$$","http://www.opentable.com/blt-fish","http://newyorkcity.menupages.com/restaurants/blt-fish/menu"
"BLT Market","American","Contemporary",,,"1430 Avenue of the Americas, New York, NY 10019","212-521-6125","http://www.bltmarket.com/","11:45 AM - 2:30 PM, 5:30 PM - 9:30 PM","7:00 AM - 11:00 AM, 11:45 AM - 2:00 PM, 5:30 PM - 9:30 PM","7:00 AM - 11:00 AM, 11:45 AM - 2:00 PM, 5:30 PM - 10:00 PM","7:00 AM - 11:00 AM, 11:45 AM - 2:00 PM, 5:30 PM - 10:00 PM","7:00 AM - 11:00 AM, 11:45 AM - 2:00 PM, 5:30 PM - 10:00 PM","7:00 AM - 11:00 AM, 11:45 AM - 2:00 PM, 5:30 PM - 10:00 PM","7:00 AM - 11:00 AM, 11:45 AM - 2:00 PM, 5:30 PM - 10:00 PM","$$$$","http://www.opentable.com/blt-market","http://newyorkcity.menupages.com/restaurants/blt-market/menu"
"BLT Prime","American","Contemporary","Steak",,"111 E 22nd St, New York, NY 10010","212-995-8500","http://www.bltprime.com/","5:30 PM - 10:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:30 PM","5:30 PM - 11:30 PM","$$$$","http://www.opentable.com/blt-prime","http://newyorkcity.menupages.com/restaurants/blt-prime/menu"
"BLT Steak","American","Steak",,,"106 E 57th St, New York, NY 10022","212-752-7470","http://www.bltsteak.com/",,"11:45 AM - 2:30 PM, 5:30 PM - 11:00 PM","11:45 AM - 2:30 PM, 5:30 PM - 11:00 PM","11:45 AM - 2:30 PM, 5:30 PM - 11:00 PM","11:45 AM - 2:30 PM, 5:30 PM - 11:00 PM","11:45 AM - 2:30 PM, 5:30 PM - 11:30 PM","5:30 PM - 11:30 PM","$$$$","http://www.opentable.com/blt-steak","http://newyorkcity.menupages.com/restaurants/blt-steak/menu"
"Blue Hill","American",,,"x","75 Washington Pl, New York, NY 10011","212-539-1776","http://www.bluehillfarm.com/","5:30 PM - 10:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","$$$$","http://www.opentable.com/blue-hill","http://newyorkcity.menupages.com/restaurants/blue-hill/menu"
"Blue Hill at Stone Barns","American",,,"x","630 Bedord Rd Tarrytown, NY 10591","914-366-9600","http://www.bluehillfarm.com/","11:00 AM - 2:00 PM, 5:00 PM - 10:00 PM",,,"5:00 PM - 10:00 PM","5:00 PM - 10:00 PM","5:00 PM - 11:00 PM","5:00 PM - 11:00 PM","$$$$","http://www.opentable.com/blue-hill-at-stone-barns","http://www.bluehillfarm.com/food/blue-hill-stone-barns/menu"
"Blue Ribbon Bakery","French","Contemporary",,,"35 Downing St, New York, NY 10014","212-337-0404","http://www.blueribbonrestaurants.com/","11:30 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 2:00 AM","11:30 AM - 2:00 AM","$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/blue-ribbon-bakery/menu"
"Blue Ribbon Brasserie","French","Contemporary",,,"97 Sullivan St, New York, NY 10012","212-274-0404","http://www.blueribbonrestaurants.com/","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/blue-ribbon-brasserie-2/menu"
"Blue Ribbon Sushi","Asian","Japanese",,,"119 Sullivan St, New York, NY 10012","212-343-0404","http://www.blueribbonrestaurants.com/","12:00 PM - 2:00 AM","12:00 PM - 2:00 AM","12:00 PM - 2:00 AM","12:00 PM - 2:00 AM","12:00 PM - 2:00 AM","12:00 PM - 2:00 AM","12:00 PM - 2:00 AM","$$$$","not found","http://newyorkcity.menupages.com/restaurants/blue-ribbon-sushi-2/menu"
"Blue Smoke","American",,,,"116 E 27th St, New York, NY 10016","212-447-7733","http://www.bluesmoke.com/blue/","11:30 AM - 10:00 PM","11:30 AM - 10:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 1:00 AM","11:30 AM - 1:00 AM","$$","http://www.opentable.com/blue-smoke","http://newyorkcity.menupages.com/restaurants/blue-smoke/menu"
"Blue Water Grill","Seafood","American","Contemporary",,"31 Union Square West, New York, NY 10003","212-675-9500","http://www.brguestrestaurants.com/","10:30 AM - 11:30 PM","11:30 AM - 11:30 PM","11:30 AM - 12:00 AM","11:30 AM - 12:00 AM","11:30 AM - 12:00 AM","11:30 AM - 1:00 AM","11:30 AM - 1:00 AM","$$$","http://www.opentable.com/blue-water-grill","http://newyorkcity.menupages.com/restaurants/blue-water-grill/menu"
"Bobo","American",,,,"181 W 10th St, New York, NY 10014","212-488-2626","http://bobonyc.com/","6:00 PM - 10:00 PM","12:00 PM - 4:00 PM, 6:00 PM - 11:00 PM","12:00 PM - 4:00 PM, 6:00 PM - 11:00 PM","12:00 PM - 4:00 PM, 6:00 PM - 11:00 PM","12:00 PM - 4:00 PM, 6:00 PM - 12:00 PM","12:00 PM - 4:00 PM, 6:00 PM - 12:00 PM","12:00 PM - 4:00 PM, 6:00 PM - 4:00 PM","$$$","http://www.opentable.com/bobo-restaurant","http://newyorkcity.menupages.com/restaurants/bobo/menu"
"Bocca di Bacco","Italian",,,"x","828 9th Ave #A, New York, NY 10019","212-265-8828","www.boccadibacconyc.com/","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","$$","http://www.opentable.com/bocca-di-bacco","http://newyorkcity.menupages.com/restaurants/bocca-di-bacco/menu"
"Bohemian","Japanese",,,,"57 Great Jone St, New York, NY 10012","212-260-2333","http://playearth.jp/","6:30 PM - 12:00 AM","6:30 PM - 2:00 AM","6:30 PM - 2:00 AM","6:30 PM - 2:00 AM","6:30 PM - 2:00 AM","6:30 PM - 2:00 AM","6:30 PM - 2:00 AM","$$$","NOT FOUND",
"Bombay Talkie","Indian",,,"x","189 9th Ave, New York, NY 10011","212-242-1900","http://www.bombaytalkie.com/","5:00 PM - 10:30 PM","5:00 PM - 10:30 PM","5:00 PM - 10:30 PM","5:00 PM - 10:30 PM","5:00 PM - 10:30 PM","5:00 PM - 11:30 PM","5:00 PM - 11:30 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/bombay-talkie/menu"
"BONDST","Japanese",,,,"6 Bond St, New York, NY 10012","212-777-2500","http://www.bondstrestaurant.com/","6:00 PM - 11:00 PM","6:00 PM - 11:00 PM","6:00 PM - 12:00 AM","6:00 PM - 12:00 AM","6:00 PM - 12:00 AM","6:00 PM - 12:00 AM","6:00 PM - 12:00 AM","$$$$","http://www.opentable.com/bondst-new-york","http://newyorkcity.menupages.com/restaurants/bond-st/menu"
"Boqueria","European","Tapas",,,"53 W 19th St, New York, NY 10011","212-255-4160","http://www.boquerianyc.com/","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 2:00 AM","12:00 PM - 2:00 AM","$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/boqueria/menu"
"Bouley","French",,,,"163 Duane St, New York, NY 10013","212-964-2525","http://www.davidbouley.com/","11:30 AM - 3:00 PM, 5:00 PM - 11:30 PM","11:30 AM - 3:00 PM, 5:00 PM - 11:30 PM","11:30 AM - 3:00 PM, 5:00 PM - 11:30 PM","11:30 AM - 3:00 PM, 5:00 PM - 11:30 PM","11:30 AM - 3:00 PM, 5:00 PM - 11:30 PM","11:30 AM - 3:00 PM, 5:00 PM - 11:30 PM","11:30 AM - 3:00 PM, 5:00 PM - 11:30 PM","$$$$","http://www.opentable.com/bouley","http://www.menupages.com/restaurants/bouley/menu"
"Braeburn","American",,,,"117 Perry St, New York, NY 10014","212-255-0696","http://braeburnrestaurant.com/","11:00 AM - 3:00 PM, 5:00 PM - 9:00 PM","5:30 PM - 10:00 PM","5:30 PM - 10:00 PM","5:30 PM - 10:00 PM","5:30 PM - 10:00 PM","5:30 PM - 11:00 PM","11:00 AM - 3:00 PM, 5:30 PM - 11:00 PM","$$$","http://www.opentable.com/braeburn-restaurant","http://newyorkcity.menupages.com/restaurants/braeburn/menu"
"Brandy Library","Bar Food","Hamburgers","Sandwiches",,"25 N Moore St #1, New York, NY 10013","212-226-5545","http://www.brandylibrary.com/","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","5:00 PM - 2:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","$$$","NOT FOUND","http://www.brandylibrary.com/sections2007/menu.htm"
"Brasserie Ruhlmann","French",,,,"45 Rockefeller Plaza, New York, NY 10111","212-974-2020","http://www.brasserieruhlmann.com/","11:30 AM - 3:30 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","$$$","http://www.opentable.com/brasserie-ruhlmann","http://newyorkcity.menupages.com/restaurants/brasserie-ruhlmann/menu"
"Breslin (The)","European","Bar Food",,,"16 W 29th St, New York, NY 10001","646-214-5788","http://thebreslin.com/","7:00 AM - 4:00  PM, 5:30 PM - 12:00 AM","7:00 AM - 11:45 AM, 12:00 PM - 4:00 PM, 5:30 PM - 12:00 AM","7:00 AM - 11:45 AM, 12:00 PM - 4:00 PM, 5:30 PM - 12:00 AM","7:00 AM - 11:45 AM, 12:00 PM - 4:00 PM, 5:30 PM - 12:00 AM","7:00 AM - 11:45 AM, 12:00 PM - 4:00 PM, 5:30 PM - 12:00 AM","7:00 AM - 11:45 AM, 12:00 PM - 4:00 PM, 5:30 PM - 12:00 AM","7:00 AM - 4:00 PM, 5:30 PM - 12:00 AM","$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/the-breslin/menu"
"Brgr","Hamburgers","American",,,"287 7th Ave #2, New York, NY 10001","212-488-7500","http://www.brgr.com/","11:00 AM - 9:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/brgr/menu"
"Brinkleys","American","Bar Food",,,"406 Broome St, New York, NY 10013","212-680-5600","http://brinkleysnyc.com/","5:00 PM - 1:00 AM","5:00 PM - 1:00 AM","5:00 PM - 1:00 AM","5:00 PM - 1:00 AM","5:00 PM - 1:00 AM","5:00 PM - 1:00 AM","5:00 PM - 1:00 AM","$$","http://www.opentable.com/brinkleys","http://newyorkcity.menupages.com/restaurants/brinkleys/menu"
"Brooklyn Bowl","American","Contemporary",,,"61 Wythe Ave, New York, NY 11211","718-963-3369","http://www.brooklynbowl.com/","12:00 PM - 2:00 AM","6:00 PM - 2:00 AM","6:00 PM - 2:00 AM","6:00 PM - 2:00 AM","6:00 PM - 2:00 AM","6:00 PM - 4:00 AM","12:00 PM - 4:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/brooklyn-bowl/menu"
"Bubbys","American","Southern",,"x","120 Hudson Street, New York, NY 10013","212-219-0666","http://bubbys.com/","24 Hours","1:00 AM - 12:00 PM","8:00 AM - 12:00 AM","24 Hours","24 Hours","24 Hours","24 Hours","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/bubbys/menu"
"Buddakan","Asian","Fusion",,,"75 9th Ave, New York, NY 10011","212-989-6699","http://www.buddakannyc.com/","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","5:30 PM - 12:00 AM","5:30 PM - 12:00 AM","5:30 PM - 1:00 AM","5:30 PM - 1:00 AM","5:30 PM - 1:00 AM","$$$","http://www.opentable.com/buddakan-new-york","http://newyorkcity.menupages.com/restaurants/buddakan/menu"
"Burger & Barrel","Hamburgers","American",,,"25 W Houston St, New York, NY 10012","212-334-7320",,"11:30 AM - 12:00 AM","11:30 AM - 12:00 AM","11:30 AM - 12:00 AM","11:30 AM - 12:00 AM","11:30 AM - 12:00 AM","11:30 AM - 2:00 AM","11:30 AM - 2:00 AM","$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/burger-barrel/menu"
"Burger Joint","Hamburgers",,,,"119 W 56th St, New York, NY 10019","212-708-7414","http://www.parkermeridien.com/eat4.php","11:00 AM - 11:30 PM","11:00 AM - 11:30 PM","11:00 AM - 11:30 PM","11:00 AM - 11:30 PM","11:00 AM - 11:30 PM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","$","not found","http://newyorkcity.menupages.com/restaurants/burger-joint/menu"
"Buttermilk Channel","American",,,"x","524 Court St, Brooklyn, NY 11231","718-852-8490","http://www.buttermilkchannelnyc.com/","5:00 PM - 10:00 PM","5:00 PM - 10:00 PM","5:00 PM - 10:00 PM","5:00 PM - 10:00 PM","5:00 PM - 12:00 PM","5:00 PM - 12:00 PM","5:00 PM - 12:00 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/buttermilk-channel/menu"
"BXL Cafe","European","French",,,"125 W 43rd St, New York, NY 10036","212-768-0200","http://bxlcafe.pregraphic.com/","11:30 AM - 11:30 PM","11:30 AM - 11:30 PM","11:30 AM - 11:30 PM","11:30 AM - 11:30 PM","11:30 AM - 11:30 PM","11:30 AM - 11:30 PM","11:30 AM - 11:30 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/bxl-cafe/menu"
"Cafe Asean","Fusion","Asian",,,"117 W 10th St #1, New York, NY 10011","212-633-0348","http://www.cafeasean.com/","12:00 PM - 10:30 PM","12:00 PM - 10:30 PM","12:00 PM - 10:30 PM","12:00 PM - 10:30 PM","12:00 PM - 10:30 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/cafe-asean/menu"
"Cafe Boulud","French","European","Contemporary",,"20 E 76th St, New York, NY 10021","212-772-2600","http://danielnyc.com/","5:45 PM - 11:00 PM","5:45 PM - 11:00 PM","12:00 PM - 2:30 PM, 5:45 PM - 11:00 PM","12:00 PM - 2:30 PM, 5:45 PM - 11:00 PM","12:00 PM - 2:30 PM, 5:45 PM - 11:00 PM","12:00 PM - 2:30 PM, 5:45 PM - 11:00 PM","12:00 PM - 2:30 PM, 5:45 PM - 11:00 PM","$$$$","http://www.opentable.com/cafe-boulud-new-york","http://newyorkcity.menupages.com/restaurants/cafe-boulud/menu"
"Cafe Cluny","American",,,,"284 W 12th St, New York, NY 10014","212-255-6900","http://www.cafecluny.com/","9:00 AM - 4:00 PM, 5:30 PM - 11:00 PM","8:00 AM - 3:00 PM, 5:30 PM - 11:00 PM","8:00 AM - 3:00 PM, 5:30 PM - 12:00 PM","8:00 AM - 3:00 PM, 5:30 PM - 12:00 PM","8:00 AM - 3:00 PM, 5:30 PM - 12:00 PM","8:00 AM - 3:00 PM, 5:30 PM - 12:00 PM","8:00 AM - 3:00 PM, 5:30 PM - 12:00 PM","$$$","http://www.opentable.com/cafe-cluny","http://newyorkcity.menupages.com/restaurants/cafe-cluny/menu"
"Cafe Cortadito","Latin American",,,,"210 E 3rd St, New York, NY 10009","212-614-3080","http://www.cafecortadito.com/","11:00 AM - 11:00 PM","5:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 10:00 PM","11:00 AM - 11:00 PM","$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/cafe-cortadito/menu"
"Cafe Gitane","European","Moroccan",,,"242 Mott St, New York, NY 10012","212-334-9552","http://www.cafegitanenyc.com/","9:00 AM - 12:00 AM","9:00 AM - 12:00 AM","9:00 AM - 12:00 AM","9:00 AM - 12:00 AM","9:00 AM - 12:00 AM","9:00 AM - 12:30 AM","9:00 AM - 12:30 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/cafe-gitane-2/menu"
"Cafe Habana","Mexican","Latin American",,"x","17 Prince St, New York, NY 10012","212-625-2001","http://www.cafehabana.com/","9:00 AM - 12:00 AM","9:00 AM - 12:00 AM","9:00 AM - 12:00 AM","9:00 AM - 12:00 AM","9:00 AM - 12:00 AM","9:00 AM - 12:00 AM","9:00 AM - 12:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/cafe-habana/menu"
"Cafe Luxembourg","French","European",,,"200 W 70th St, New York, NY 10023","212-873-7411","http://www.cafeluxembourg.com/","9:00 AM - 11:00 PM","8:00 AM - 12:00 AM","8:00 AM - 12:00 AM","8:00 AM - 12:00 AM","8:00 AM - 12:00 AM","8:00 AM - 12:00 AM","9:00 AM - 12:00 AM","$$$","http://www.opentable.com/cafe-luxembourg","http://newyorkcity.menupages.com/restaurants/cafe-luxembourg/menu"
"Cafe Orlin","American","Contemporary",,"x","41 Saint Marks Pl, New York, NY 10003","212-777-1447","http://www.cafeorlin.com/","9:00 AM - 12:00 AM, 9:00 AM - 1:00 AM","9:00 AM - 1:00 AM","9:00 AM - 1:00 AM","9:00 AM - 1:00 AM","9:00 AM - 1:00 AM","24 Hours","24 Hours","$$","NOT FOUND","http://www.menupages.com/restaurants/cafe-orlin/menu"
